id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
S;Sul;30-06-19 00:00:00;10.758,89227141
SE;Sudeste/Centro-Oeste;30-06-19 00:00:00;37.203,97337117
N;Norte;31-07-19 00:00:00;5.437,11849263
NE;Nordeste;31-07-19 00:00:00;10.168,29849126
S;Sul;31-07-19 00:00:00;10.996,78583576
SE;Sudeste/Centro-Oeste;31-07-19 00:00:00;36.486,91061681
N;Norte;31-08-19 00:00:00;5.613,47966873
NE;Nordeste;31-08-19 00:00:00;10.302,60724699
S;Sul;31-08-19 00:00:00;10.995,83198102
SE;Sudeste/Centro-Oeste;31-08-19 00:00:00;37.097,10237597
N;Norte;30-09-19 00:00:00;5.743,99527699
NE;Nordeste;30-09-19 00:00:00;10.692,25468256
S;Sul;30-09-19 00:00:00;10.935,64577515
SE;Sudeste/Centro-Oeste;30-09-19 00:00:00;39.420,26424121
N;Norte;31-10-19 00:00:00;5.658,74770908
NE;Nordeste;31-10-19 00:00:00;11.410,17560320
S;Sul;31-10-19 00:00:00;11.700,11873955
SE;Sudeste/Centro-Oeste;31-10-19 00:00:00;40.730,10601884
N;Norte;30-11-19 00:00:00;5.757,21290583
NE;Nordeste;30-11-19 00:00:00;11.746,90001269
S;Sul;30-11-19 00:00:00;11.986,92161905
SE;Sudeste/Centro-Oeste;30-11-19 00:00:00;39.652,84128525
N;Norte;31-12-19 00:00:00;5.620,33062333
NE;Nordeste;31-12-19 00:00:00;11.758,13655127
S;Sul;31-12-19 00:00:00;11.969,79557781
SE;Sudeste/Centro-Oeste;31-12-19 00:00:00;38.742,72578577
N;Norte;31-01-20 00:00:00;5.485,79653425
NE;Nordeste;31-01-20 00:00:00;11.440,41525382
S;Sul;31-01-20 00:00:00;12.927,19114648
SE;Sudeste/Centro-Oeste;31-01-20 00:00:00;40.803,10598225
N;Norte;29-02-20 00:00:00;5.607,79350670
NE;Nordeste;29-02-20 00:00:00;11.432,70935308
S;Sul;29-02-20 00:00:00;13.105,58130897
SE;Sudeste/Centro-Oeste;29-02-20 00:00:00;41.094,84767078
N;Norte;31-03-20 00:00:00;5.447,20255194
NE;Nordeste;31-03-20 00:00:00;10.914,00574822
S;Sul;31-03-20 00:00:00;12.490,29299081
SE;Sudeste/Centro-Oeste;31-03-20 00:00:00;39.830,76358284
N;Norte;30-04-20 00:00:00;5.013,01006324
NE;Nordeste;30-04-20 00:00:00;9.916,26711388
S;Sul;30-04-20 00:00:00;10.406,56944815
SE;Sudeste/Centro-Oeste;30-04-20 00:00:00;35.355,94843476
N;Norte;31-05-20 00:00:00;5.214,11824356
NE;Nordeste;31-05-20 00:00:00;9.826,10247308
S;Sul;31-05-20 00:00:00;10.335,56435381
SE;Sudeste/Centro-Oeste;31-05-20 00:00:00;34.600,66665095
N;Norte;30-06-20 00:00:00;5.384,05986665
NE;Nordeste;30-06-20 00:00:00;9.848,55613176
S;Sul;30-06-20 00:00:00;10.702,95550338
SE;Sudeste/Centro-Oeste;30-06-20 00:00:00;35.768,34591166
N;Norte;31-07-20 00:00:00;5.470,25253236
NE;Nordeste;31-07-20 00:00:00;10.055,98044110
S;Sul;31-07-20 00:00:00;11.102,43237085
SE;Sudeste/Centro-Oeste;31-07-20 00:00:00;36.673,94183045
N;Norte;31-08-20 00:00:00;5.836,51352563
NE;Nordeste;31-08-20 00:00:00;10.324,10261751
S;Sul;31-08-20 00:00:00;11.013,34491756
SE;Sudeste/Centro-Oeste;31-08-20 00:00:00;37.439,58741803
N;Norte;30-09-20 00:00:00;6.002,61819716
NE;Nordeste;30-09-20 00:00:00;11.010,96243984
S;Sul;30-09-20 00:00:00;11.477,21285001
SE;Sudeste/Centro-Oeste;30-09-20 00:00:00;40.811,54222384
N;Norte;31-10-20 00:00:00;6.046,01247442
NE;Nordeste;31-10-20 00:00:00;11.798,72998834
S;Sul;31-10-20 00:00:00;11.869,07931508
SE;Sudeste/Centro-Oeste;31-10-20 00:00:00;41.493,98725210
N;Norte;30-11-20 00:00:00;5.851,16604104
NE;Nordeste;30-11-20 00:00:00;11.633,66231848
S;Sul;30-11-20 00:00:00;12.186,14679119
SE;Sudeste/Centro-Oeste;30-11-20 00:00:00;40.061,31156811
N;Norte;31-12-20 00:00:00;5.874,18029483
NE;Nordeste;31-12-20 00:00:00;12.019,96471992
S;Sul;31-12-20 00:00:00;12.383,54737848
SE;Sudeste/Centro-Oeste;31-12-20 00:00:00;40.770,94122716
N;Norte;31-01-21 00:00:00;5.594,98954905
NE;Nordeste;31-01-21 00:00:00;11.762,04623622
S;Sul;31-01-21 00:00:00;12.883,65746479
SE;Sudeste/Centro-Oeste;31-01-21 00:00:00;42.107,40413546
N;Norte;28-02-21 00:00:00;5.727,79391674
NE;Nordeste;28-02-21 00:00:00;11.720,84242066
S;Sul;28-02-21 00:00:00;13.184,84045278
SE;Sudeste/Centro-Oeste;28-02-21 00:00:00;42.336,83820741
N;Norte;31-03-21 00:00:00;5.837,81543351
NE;Nordeste;31-03-21 00:00:00;11.403,63609465
S;Sul;31-03-21 00:00:00;13.011,97380852
SE;Sudeste/Centro-Oeste;31-03-21 00:00:00;42.491,49593848
N;Norte;30-04-21 00:00:00;6.036,01165445
NE;Nordeste;30-04-21 00:00:00;11.189,11282161
S;Sul;30-04-21 00:00:00;11.966,51950576
SE;Sudeste/Centro-Oeste;30-04-21 00:00:00;39.701,23557651
N;Norte;31-05-21 00:00:00;6.029,75136638
NE;Nordeste;31-05-21 00:00:00;10.908,58765385
S;Sul;31-05-21 00:00:00;11.543,72718121
SE;Sudeste/Centro-Oeste;31-05-21 00:00:00;39.123,40667618
N;Norte;30-06-21 00:00:00;5.949,43393261
NE;Nordeste;30-06-21 00:00:00;10.925,03127324
S;Sul;30-06-21 00:00:00;11.633,92882648
SE;Sudeste/Centro-Oeste;30-06-21 00:00:00;38.224,78030914
N;Norte;31-07-21 00:00:00;5.939,34156286
NE;Nordeste;31-07-21 00:00:00;10.933,76700896
S;Sul;31-07-21 00:00:00;11.523,98392216
SE;Sudeste/Centro-Oeste;31-07-21 00:00:00;37.048,45434621
N;Norte;31-08-21 00:00:00;6.290,04477687
NE;Nordeste;31-08-21 00:00:00;11.133,06047904
S;Sul;31-08-21 00:00:00;11.656,64793672
SE;Sudeste/Centro-Oeste;31-08-21 00:00:00;38.572,31631535
N;Norte;30-09-21 00:00:00;6.344,32157878
NE;Nordeste;30-09-21 00:00:00;11.862,40292851
S;Sul;30-09-21 00:00:00;11.698,07747261
SE;Sudeste/Centro-Oeste;30-09-21 00:00:00;40.777,36249017
N;Norte;31-10-21 00:00:00;6.248,42349675
NE;Nordeste;31-10-21 00:00:00;12.074,43288399
S;Sul;31-10-21 00:00:00;11.451,67231464
SE;Sudeste/Centro-Oeste;31-10-21 00:00:00;38.994,29389129
N;Norte;30-11-21 00:00:00;6.170,20887737
NE;Nordeste;30-11-21 00:00:00;11.924,70957171
S;Sul;30-11-21 00:00:00;12.285,79224956
SE;Sudeste/Centro-Oeste;30-11-21 00:00:00;39.935,98205697
N;Norte;31-12-21 00:00:00;6.015,49525945
NE;Nordeste;31-12-21 00:00:00;11.685,01626877
S;Sul;31-12-21 00:00:00;12.617,71477663
SE;Sudeste/Centro-Oeste;31-12-21 00:00:00;40.155,93076668
N;Norte;31-01-22 00:00:00;5.709,24357667
NE;Nordeste;31-01-22 00:00:00;11.261,66542937
S;Sul;31-01-22 00:00:00;13.769,90112428
SE;Sudeste/Centro-Oeste;31-01-22 00:00:00;41.489,80337143
N;Norte;28-02-22 00:00:00;5.871,74487006
NE;Nordeste;28-02-22 00:00:00;11.850,64096000
S;Sul;28-02-22 00:00:00;13.746,46678149
SE;Sudeste/Centro-Oeste;28-02-22 00:00:00;42.875,04408296
N;Norte;31-03-22 00:00:00;5.713,04285267
NE;Nordeste;31-03-22 00:00:00;11.591,73577328
S;Sul;31-03-22 00:00:00;13.089,36130668
SE;Sudeste/Centro-Oeste;31-03-22 00:00:00;44.684,96304724
N;Norte;30-04-22 00:00:00;5.871,38256034
NE;Nordeste;30-04-22 00:00:00;11.487,89229737
S;Sul;30-04-22 00:00:00;11.561,72487097
SE;Sudeste/Centro-Oeste;30-04-22 00:00:00;41.693,10957706
N;Norte;31-05-22 00:00:00;6.036,45456244
NE;Nordeste;31-05-22 00:00:00;11.133,02107984
S;Sul;31-05-22 00:00:00;11.534,02205987
SE;Sudeste/Centro-Oeste;31-05-22 00:00:00;38.909,55538232
N;Norte;30-06-22 00:00:00;6.084,62751847
NE;Nordeste;30-06-22 00:00:00;10.615,28900774
S;Sul;30-06-22 00:00:00;11.851,80060846
SE;Sudeste/Centro-Oeste;30-06-22 00:00:00;37.862,94072222
N;Norte;31-07-22 00:00:00;6.300,90828863
NE;Nordeste;31-07-22 00:00:00;10.770,58051271
S;Sul;31-07-22 00:00:00;11.585,39297619
SE;Sudeste/Centro-Oeste;31-07-22 00:00:00;38.367,82238523
N;Norte;31-08-22 00:00:00;6.613,44158270
NE;Nordeste;31-08-22 00:00:00;11.140,91288972
S;Sul;31-08-22 00:00:00;11.591,43223495
SE;Sudeste/Centro-Oeste;31-08-22 00:00:00;38.527,32982854
N;Norte;30-09-22 00:00:00;6.789,13333879
NE;Nordeste;30-09-22 00:00:00;11.351,35924051
S;Sul;30-09-22 00:00:00;11.312,45500141
SE;Sudeste/Centro-Oeste;30-09-22 00:00:00;38.914,10728969
N;Norte;31-10-22 00:00:00;6.788,99358058
NE;Nordeste;31-10-22 00:00:00;11.799,38131943
S;Sul;31-10-22 00:00:00;11.321,39849594
SE;Sudeste/Centro-Oeste;31-10-22 00:00:00;40.165,24091447
N;Norte;30-11-22 00:00:00;6.527,61140883
NE;Nordeste;30-11-22 00:00:00;11.466,67693381
S;Sul;30-11-22 00:00:00;11.711,32321957
SE;Sudeste/Centro-Oeste;30-11-22 00:00:00;39.196,92956177
N;Norte;31-12-22 00:00:00;6.272,02836490
NE;Nordeste;31-12-22 00:00:00;11.335,36939223
S;Sul;31-12-22 00:00:00;12.478,57042294
SE;Sudeste/Centro-Oeste;31-12-22 00:00:00;39.008,37946053
N;Norte;31-01-23 00:00:00;6.332,40887141
NE;Nordeste;31-01-23 00:00:00;11.544,54773976
S;Sul;31-01-23 00:00:00;13.012,23714784
SE;Sudeste/Centro-Oeste;31-01-23 00:00:00;40.419,27577456
N;Norte;28-02-23 00:00:00;6.480,14783929
NE;Nordeste;28-02-23 00:00:00;11.916,67600592
S;Sul;28-02-23 00:00:00;13.276,09142840
SE;Sudeste/Centro-Oeste;28-02-23 00:00:00;43.029,63230602
N;Norte;31-03-23 00:00:00;6.703,35350725
NE;Nordeste;31-03-23 00:00:00;11.722,39417602
S;Sul;31-03-23 00:00:00;13.634,21879822
SE;Sudeste/Centro-Oeste;31-03-23 00:00:00;43.688,79210519
N;Norte;30-04-23 00:00:00;6.835,36534087
NE;Nordeste;30-04-23 00:00:00;11.533,29533307
S;Sul;30-04-23 00:00:00;11.690,98069618
SE;Sudeste/Centro-Oeste;30-04-23 00:00:00;40.279,15528364
N;Norte;31-05-23 00:00:00;7.215,05900708
NE;Nordeste;31-05-23 00:00:00;12.303,43395900
S;Sul;31-05-23 00:00:00;12.242,64142330
SE;Sudeste/Centro-Oeste;31-05-23 00:00:00;41.256,45613003
N;Norte;30-06-23 00:00:00;7.115,98772020
NE;Nordeste;30-06-23 00:00:00;11.927,84464760
S;Sul;30-06-23 00:00:00;12.182,93765313
SE;Sudeste/Centro-Oeste;30-06-23 00:00:00;40.141,25197483
N;Norte;31-07-23 00:00:00;7.176,71534958
NE;Nordeste;31-07-23 00:00:00;11.589,62933957
S;Sul;31-07-23 00:00:00;12.066,60646319
SE;Sudeste/Centro-Oeste;31-07-23 00:00:00;39.510,92543410
N;Norte;31-08-23 00:00:00;7.524,76841397
NE;Nordeste;31-08-23 00:00:00;11.817,64821048
S;Sul;31-08-23 00:00:00;12.283,78154054
SE;Sudeste/Centro-Oeste;31-08-23 00:00:00;41.439,39119173
N;Norte;30-09-23 00:00:00;7.697,11029197
NE;Nordeste;30-09-23 00:00:00;12.639,27783263
S;Sul;30-09-23 00:00:00;12.637,82183994
SE;Sudeste/Centro-Oeste;30-09-23 00:00:00;44.221,08201838
N;Norte;31-10-23 00:00:00;7.698,42032049
NE;Nordeste;31-10-23 00:00:00;13.302,69244357
S;Sul;31-10-23 00:00:00;12.755,57782137
SE;Sudeste/Centro-Oeste;31-10-23 00:00:00;44.696,14893065
N;Norte;30-11-23 00:00:00;7.629,02003016
NE;Nordeste;30-11-23 00:00:00;13.596,11921541
S;Sul;30-11-23 00:00:00;13.401,14669462
SE;Sudeste/Centro-Oeste;30-11-23 00:00:00;46.364,39769033
N;Norte;31-12-23 00:00:00;7.281,93006268
NE;Nordeste;31-12-23 00:00:00;13.405,37673360
S;Sul;31-12-23 00:00:00;13.830,26233838
SE;Sudeste/Centro-Oeste;31-12-23 00:00:00;45.884,39115989
N;Norte;31-01-24 00:00:00;7.243,07033059
NE;Nordeste;31-01-24 00:00:00;13.285,07717590
S;Sul;31-01-24 00:00:00;13.841,12294765
SE;Sudeste/Centro-Oeste;31-01-24 00:00:00;45.277,07867450
N;Norte;29-02-24 00:00:00;7.366,64621503
NE;Nordeste;29-02-24 00:00:00;13.304,33403092
S;Sul;29-02-24 00:00:00;15.570,33590834
SE;Sudeste/Centro-Oeste;29-02-24 00:00:00;47.069,83777465
N;Norte;31-03-24 00:00:00;7.397,51497440
NE;Nordeste;31-03-24 00:00:00;13.617,74271790
S;Sul;31-03-24 00:00:00;14.692,23135575
SE;Sudeste/Centro-Oeste;31-03-24 00:00:00;47.790,83611561
N;Norte;30-04-24 00:00:00;7.467,09036749
NE;Nordeste;30-04-24 00:00:00;13.300,39701144
S;Sul;30-04-24 00:00:00;13.936,47281420
SE;Sudeste/Centro-Oeste;30-04-24 00:00:00;46.943,05567809
N;Norte;31-05-24 00:00:00;7.672,79080054
NE;Nordeste;31-05-24 00:00:00;13.039,85533670
S;Sul;31-05-24 00:00:00;12.962,78157339
SE;Sudeste/Centro-Oeste;31-05-24 00:00:00;45.348,58095002
N;Norte;30-06-24 00:00:00;7.709,80599532
NE;Nordeste;30-06-24 00:00:00;12.424,07680693
S;Sul;30-06-24 00:00:00;12.848,84186381
SE;Sudeste/Centro-Oeste;30-06-24 00:00:00;42.739,12266029
N;Norte;31-07-24 00:00:00;7.769,54063172
NE;Nordeste;31-07-24 00:00:00;12.377,21810645
S;Sul;31-07-24 00:00:00;13.402,97630242
SE;Sudeste/Centro-Oeste;31-07-24 00:00:00;42.239,77942016
N;Norte;31-08-24 00:00:00;8.075,86407016
NE;Nordeste;31-08-24 00:00:00;12.720,80821800
S;Sul;31-08-24 00:00:00;13.085,50138546
SE;Sudeste/Centro-Oeste;31-08-24 00:00:00;43.358,47171653
N;Norte;30-09-24 00:00:00;8.443,68287392
NE;Nordeste;30-09-24 00:00:00;13.081,38755442
S;Sul;30-09-24 00:00:00;12.971,63653154
SE;Sudeste/Centro-Oeste;30-09-24 00:00:00;46.673,18166260
N;Norte;31-10-24 00:00:00;8.274,10425591
NE;Nordeste;31-10-24 00:00:00;13.662,13343215
S;Sul;31-10-24 00:00:00;13.492,70899934
SE;Sudeste/Centro-Oeste;31-10-24 00:00:00;46.231,02316197
N;Norte;30-11-24 00:00:00;8.231,61481810
NE;Nordeste;30-11-24 00:00:00;13.589,11988502
S;Sul;30-11-24 00:00:00;14.249,53023595
SE;Sudeste/Centro-Oeste;30-11-24 00:00:00;45.076,43971800
N;Norte;31-12-24 00:00:00;7.859,63616247
NE;Nordeste;31-12-24 00:00:00;13.545,39332727
S;Sul;31-12-24 00:00:00;13.380,44505742
SE;Sudeste/Centro-Oeste;31-12-24 00:00:00;45.163,66937139
N;Norte;31-01-25 00:00:00;7.656,86521827
NE;Nordeste;31-01-25 00:00:00;13.361,44540702
S;Sul;31-01-25 00:00:00;15.115,03151513
SE;Sudeste/Centro-Oeste;31-01-25 00:00:00;47.084,07390017
N;Norte;28-02-25 00:00:00;7.718,13606667
NE;Nordeste;28-02-25 00:00:00;13.569,30762438
S;Sul;28-02-25 00:00:00;16.787,07564052
SE;Sudeste/Centro-Oeste;28-02-25 00:00:00;51.107,93950692
N;Norte;31-03-25 00:00:00;7.857,20117379
NE;Nordeste;31-03-25 00:00:00;13.546,72913765
S;Sul;31-03-25 00:00:00;15.543,51858029
SE;Sudeste/Centro-Oeste;31-03-25 00:00:00;49.246,23692895
N;Norte;30-04-25 00:00:00;8.094,90654782
NE;Nordeste;30-04-25 00:00:00;13.575,65756778
S;Sul;30-04-25 00:00:00;13.551,00720654
SE;Sudeste/Centro-Oeste;30-04-25 00:00:00;46.343,23198898
